Depth 1988-10-21 1988-11-24 1988-12-18 1989-01-27 1989-02-18 1989-03-27 1989-04-16 1989-05-16 1989-06-21 1989-07-19 1989-08-15 1989-10-20 1989-11-28 1989-12-20 1990-01-16 1990-02-15 1990-03-15 1990-04-19 1990-05-09 1990-06-22 1990-07-17 1990-08-14 1990-09-11 1990-10-15 1990-11-06 1990-12-04 1991-01-15 1991-02-14 1991-03-14 1991-04-16 1991-05-14 1991-06-19 1991-07-17 1991-08-13 1991-09-14 1991-10-08 1991-11-13 1991-12-10 1992-01-10 1992-02-14 1992-03-09 1992-04-21 1992-05-19 1992-06-17 1992-07-13 1992-08-20 1992-09-15 1992-10-15 1992-11-13 1992-12-09 1993-01-13 1993-02-12 1993-03-12 1993-04-16 1993-05-10 1993-06-14 1993-07-13 1993-08-18 1993-09-17 1993-10-12 1993-11-09 1993-12-07 1994-01-12 1994-02-19 1994-03-15 1994-04-19 1994-05-17 1994-06-14 1994-07-19 1994-08-16 1994-09-21 1994-10-19 1994-11-14 1994-12-10 1995-01-13 1995-02-15 1995-03-17 1995-04-12 1995-05-12 1995-06-14 1995-07-11 1995-08-18 1995-09-14 1995-10-11 1995-11-12 1995-12-15 1996-01-31 1996-02-15 1996-03-15 1996-04-09 1996-05-06 1996-06-10 1996-07-11 1996-08-05 1996-09-06 1996-10-09 1996-11-05 1996-12-14 1997-01-15 1997-02-08 1997-03-07 1997-04-09 1997-05-08 1997-06-12 1997-07-17 1997-08-13 1997-09-13 1997-10-09 1997-11-13 1997-12-10 1998-01-15 1998-02-13 1998-03-13 1998-04-08 1998-05-07 1998-06-03 1998-07-08 1998-08-12 1998-09-11 1998-10-23 1998-11-18 1998-12-11 1999-01-16 1999-02-12 1999-03-24 1999-04-08 1999-05-05 1999-06-02 1999-07-09 1999-08-04 1999-09-16 1999-10-13 1999-11-10 1999-12-10 2000-02-01 2000-02-18 2000-03-14 2000-04-10 2000-05-10 2000-06-06 2000-07-11 2000-08-08 2000-09-11 2000-10-18 2000-11-14 2000-12-13 2001-01-31 2001-02-21 2001-03-21 2001-04-21 2001-05-18 2001-06-05 2001-07-19 2001-08-07 2001-09-12 2001-10-10 2001-11-10 2001-12-12 2002-02-28 2002-03-20 2002-04-20 2002-05-15 2002-06-06 2002-07-03 2002-08-21 2002-09-18 2002-10-08 2002-11-14 2002-12-11 2003-02-05 2003-02-22 2003-03-22 2003-04-22 2003-05-20 2003-07-05 2003-07-16 2003-08-12 2003-09-20 2003-10-07 2003-11-04 2003-12-03 2004-01-27 2004-02-24 2004-03-22 2004-04-20 2004-05-17 2004-06-15 2004-07-14 2004-08-16 2004-09-15 2004-10-14 2004-11-12 2004-12-09 2005-01-28 2005-02-05 2005-03-22 2005-04-19 2005-05-18 2005-06-14 2005-07-22 2005-08-10 2005-09-06 2005-10-11 2005-11-27 2005-12-11 2006-01-29 2006-02-22 2006-04-06 2006-05-09 2006-06-27 2006-07-19 2006-08-10 2006-09-07 2006-10-10 2006-11-06 2006-12-05 2007-02-01 2007-02-22 2007-03-21 2007-04-15 2007-05-17 2007-06-21 2007-07-21 2007-08-13 2007-09-06 2007-10-05 2007-11-13 2007-12-06 2008-01-15 2008-02-13 2008-03-13 2008-04-15 2008-05-30 2008-06-23 2008-07-17 2008-08-11 2008-09-12 2008-10-08 2008-11-09 2008-12-17 2009-02-09 2009-03-19 2009-04-16 2009-05-17 2009-06-13 2009-08-17 2009-09-11 2009-10-09 2009-11-07 2009-12-09 2010-02-03 2010-02-25 2010-03-24 2010-04-21 2010-05-16 2010-06-22 2010-07-26 2010-08-22 2010-09-05 2010-10-08 2010-11-11 2010-12-10 2011-02-24 2011-03-26 2011-05-04 2011-05-19 2011-06-16 mean
250 36.564 36.574 36.506 36.538 36.59 36.566 36.53 36.51 NA 36.517 36.561 36.575 36.507 36.495 36.505 36.524 NA 36.577 36.525 36.572 36.592 36.517 36.557 36.568 36.569 36.563 36.587 36.607 36.577 36.625 36.55 36.59 36.59 36.568 36.589 36.583 36.556 36.581 36.585 36.575 36.587 36.608 36.659 36.562 36.559 36.596 36.573 36.581 36.601 36.593 36.54 36.582 36.593 36.582 36.564 36.583 36.568 36.575 36.594 36.598 36.57 36.554 36.54 36.582 36.575 36.586 36.566 36.585 36.56 36.564 36.574 36.571 36.559 36.567 36.567 36.587 36.591 36.591 36.557 36.563 36.55 36.569 36.569 36.579 36.574 36.576 36.567 36.562 36.57 36.547 36.548 36.566 36.56 36.559 36.544 36.562 36.561 36.608 36.552 36.549 36.549 36.578 36.623 36.576 36.565 36.591 36.588 36.607 36.573 36.596 36.57 36.595 36.574 36.594 36.567 36.56 36.563 36.568 36.583 36.555 36.55 36.537 36.48 36.576 36.557 36.572 36.551 36.573 36.553 36.564 36.569 36.576 36.579 36.583 36.572 36.583 36.611 36.542 36.608 36.603 36.639 36.623 36.59 36.605 36.572 36.579 36.581 36.569 36.601 36.575 36.599 36.615 36.619 36.572 36.592 36.591 36.569 36.576 36.579 36.579 36.619 36.578 36.57 36.594 36.6 36.616 36.611 36.608 36.609 36.607 36.612 36.587 36.59 36.599 36.549 36.527 36.589 36.586 36.582 36.603 36.535 36.582 36.598 36.65 36.622 36.577 36.581 36.588 36.619 36.557 36.557 36.587 36.603 36.585 36.581 36.585 36.63 36.625 36.64 36.606 36.605 36.615 36.612 36.598 36.599 36.608 36.581 36.596 36.61 36.588 36.554 36.578 36.591 36.602 36.605 36.597 36.588 36.583 36.569 36.593 36.606 36.618 36.595 36.59 36.608 36.618 36.584 36.581 36.58 36.566 36.576 36.589 36.576 36.473 36.572 36.588 36.577 36.576 36.592 36.596 36.576 36.585 36.61 36.68 36.572 36.629 36.565 36.617 36.623 36.6 36.566 36.608 36.585 36.562 36.553 36.559 36.58 36.597 36.565 36.58 36.591 36.578 36.633 36.614 36.585 36.583 36.6 36.58
260 36.561 36.568 36.498 36.53 36.585 36.556 36.517 36.493 NA 36.521 36.556 36.569 36.505 36.486 36.498 36.522 NA 36.576 36.512 36.569 36.592 36.506 36.552 36.578 36.566 36.557 36.582 36.596 36.573 36.623 36.533 NA 36.584 36.567 36.592 36.58 36.533 36.58 36.584 36.571 36.574 36.602 36.661 36.558 36.558 36.599 36.56 36.578 36.598 36.581 36.534 36.58 36.581 36.577 36.565 36.581 36.569 36.572 36.594 36.597 36.562 36.548 36.536 36.579 36.575 36.583 36.561 36.579 36.556 36.559 36.573 36.567 36.554 36.565 36.563 36.58 36.586 36.582 36.556 36.558 36.55 36.569 36.566 36.579 36.573 36.573 36.564 36.559 36.562 36.541 36.547 36.56 36.558 36.558 36.54 36.559 36.561 36.594 36.547 36.544 36.544 36.574 36.601 36.569 36.567 36.585 36.578 36.6 36.569 36.592 36.572 36.577 36.57 36.586 36.562 36.555 36.559 36.565 36.583 36.555 36.553 36.532 36.478 36.567 36.552 36.565 36.547 36.568 36.543 36.559 36.566 36.573 36.579 36.582 36.57 36.577 36.597 36.538 36.608 36.6 36.63 36.62 36.597 36.599 36.566 36.577 36.578 36.564 36.6 36.569 36.592 36.611 36.609 36.571 36.587 36.584 36.566 36.57 36.571 36.571 36.614 36.575 36.564 36.586 36.594 36.613 36.607 36.604 36.605 36.602 36.606 36.58 36.586 36.593 36.542 36.516 36.587 36.58 36.578 36.6 36.531 36.577 36.592 36.644 36.617 36.569 36.574 36.579 36.612 36.553 36.553 36.581 36.596 36.579 36.574 36.575 36.616 36.628 36.64 36.607 36.601 36.611 36.609 36.591 36.596 36.605 36.579 36.584 36.613 36.581 36.552 36.575 36.59 36.599 36.603 36.593 36.586 36.58 36.565 36.591 36.605 36.613 36.592 36.588 36.607 36.615 36.578 36.578 36.577 36.563 36.574 36.584 36.573 36.465 36.57 36.584 36.574 36.576 36.588 36.592 36.573 36.581 36.6 36.67 36.566 36.628 36.562 36.607 36.62 36.594 36.563 36.607 36.582 36.555 36.548 36.555 36.575 36.593 36.561 36.574 36.588 36.575 36.623 36.606 36.582 36.58 36.598 36.575
270 36.55 36.551 36.493 36.525 36.579 36.546 36.51 36.485 NA 36.517 36.547 36.564 36.502 36.478 36.491 36.516 NA 36.575 36.505 36.564 36.586 36.498 36.547 36.574 36.561 36.553 36.576 36.592 36.566 36.621 36.518 NA 36.586 36.539 36.59 36.579 36.529 36.577 36.583 36.562 36.568 36.592 36.66 36.554 36.534 36.594 36.555 36.57 36.589 36.575 36.529 36.572 36.575 36.568 36.563 36.574 36.571 36.564 36.588 36.595 36.554 36.544 36.534 36.574 36.575 36.581 36.557 36.574 36.551 36.554 36.57 36.564 36.549 36.561 36.559 36.574 36.583 36.577 36.555 36.556 36.55 36.564 36.568 36.579 36.573 36.571 36.56 36.554 36.557 36.534 36.545 36.557 36.556 36.557 36.534 36.555 36.56 36.59 36.544 36.54 36.54 36.567 36.584 36.559 36.564 36.577 36.571 36.593 36.566 36.588 36.569 36.566 36.565 36.581 36.559 36.552 36.556 36.563 36.574 36.559 36.551 36.529 36.473 36.561 36.55 36.563 36.542 36.565 36.538 36.554 36.57 36.574 36.574 36.574 36.567 36.572 36.593 36.534 36.606 36.598 36.627 36.615 36.589 36.592 36.563 36.574 36.572 36.559 36.599 36.566 36.587 36.609 36.603 36.566 36.583 36.58 36.565 36.565 36.568 36.562 36.607 36.572 36.563 36.579 36.59 36.611 36.602 36.6 36.599 36.593 36.601 36.572 36.58 36.588 36.529 36.505 36.583 36.576 36.574 36.597 36.526 36.571 36.583 36.629 36.61 36.565 36.568 36.576 36.604 36.551 36.547 36.573 36.59 36.573 36.57 36.568 36.607 36.617 36.634 36.6 36.599 36.61 36.604 36.585 36.588 36.601 36.575 36.579 36.613 36.576 36.548 36.572 36.586 36.598 36.602 36.59 36.582 36.577 36.561 36.59 36.605 36.606 36.588 36.587 36.606 36.612 36.571 36.574 36.575 36.561 36.572 36.581 36.569 36.454 36.566 36.58 36.569 36.574 36.584 36.588 36.569 36.579 36.592 36.663 36.566 36.627 36.553 36.601 36.618 36.585 36.561 36.606 36.575 36.548 36.544 36.546 36.567 36.589 36.559 36.568 36.586 36.572 36.611 36.605 36.58 36.578 36.594 36.57
280 36.542 36.544 36.487 36.519 36.573 36.541 36.497 36.477 NA 36.509 36.541 36.558 36.499 36.47 36.488 36.509 NA 36.573 36.5 36.56 36.578 36.49 36.536 36.566 36.556 36.548 36.569 36.587 36.562 36.62 36.496 NA 36.581 36.532 36.588 36.574 36.523 36.576 36.583 36.554 36.564 36.585 36.658 36.546 36.524 36.581 36.547 36.559 36.581 36.564 36.523 36.567 36.569 36.564 36.556 36.575 36.569 36.556 36.589 36.591 36.549 36.539 36.53 36.569 36.575 36.58 36.552 36.572 36.546 36.55 36.57 36.561 36.544 36.555 36.555 36.571 36.582 36.574 36.553 36.553 36.55 36.56 36.566 36.578 36.571 36.568 36.556 36.55 36.551 36.53 36.54 36.559 36.554 36.554 36.529 36.55 36.559 36.582 36.541 36.538 36.538 36.56 36.577 36.554 36.564 36.568 36.563 36.587 36.563 36.586 36.563 36.557 36.561 36.574 36.556 36.549 36.552 36.56 36.566 36.559 36.551 36.521 36.466 36.553 36.553 36.56 36.537 36.562 36.536 36.548 36.57 36.57 36.569 36.575 36.563 36.565 36.577 36.528 36.603 36.595 36.618 36.61 36.582 36.586 36.559 36.572 36.564 36.552 36.595 36.553 36.585 36.604 36.6 36.558 36.577 36.574 36.557 36.56 36.568 36.553 36.602 36.569 36.563 36.57 36.584 36.607 36.599 36.596 36.595 36.588 36.597 36.558 36.573 36.585 36.519 36.495 36.58 36.571 36.569 36.593 36.519 36.564 36.576 36.62 36.608 36.561 36.562 36.575 36.599 36.542 36.54 36.567 36.583 36.566 36.567 36.562 36.6 36.606 36.632 36.594 36.599 36.605 36.599 36.579 36.586 36.597 36.57 36.576 36.613 36.571 36.543 36.568 36.584 36.595 36.6 36.586 36.582 36.574 36.555 36.584 36.604 36.601 36.587 36.584 36.605 36.607 36.572 36.572 36.576 36.556 36.568 36.578 36.565 36.443 36.564 36.575 36.563 36.571 36.581 36.584 36.565 36.576 36.586 36.659 36.563 36.626 36.543 36.595 36.614 36.577 36.557 36.605 36.573 36.544 36.543 36.54 36.562 36.584 36.562 36.563 36.582 36.567 36.601 36.598 36.577 36.58 36.591 36.566
290 36.54 36.538 36.481 36.509 36.566 36.535 36.487 36.468 NA 36.5 36.531 36.555 36.495 36.462 36.481 36.505 NA 36.57 36.491 36.553 36.571 36.482 36.529 36.557 36.548 36.541 36.564 36.584 36.557 36.619 36.484 NA 36.579 36.527 36.585 36.574 36.515 36.581 36.582 36.551 36.558 36.582 36.655 36.538 36.514 36.572 36.538 36.55 36.576 36.556 36.517 36.56 36.564 36.56 36.556 36.568 36.565 36.552 36.582 36.588 36.544 36.533 36.525 36.564 36.575 36.575 36.547 36.566 36.541 36.543 36.569 36.557 36.539 36.551 36.552 36.568 36.581 36.57 36.555 36.552 36.55 36.555 36.562 36.578 36.568 36.565 36.552 36.547 36.546 36.524 36.54 36.559 36.553 36.552 36.526 36.55 36.557 36.575 36.536 36.532 36.535 36.553 36.57 36.554 36.562 36.563 36.559 36.583 36.563 36.583 36.558 36.55 36.557 36.571 36.553 36.545 36.549 36.556 36.568 36.558 36.55 36.515 36.458 36.551 36.547 36.561 36.531 36.56 36.524 36.548 36.569 36.564 36.571 36.571 36.56 36.561 36.565 36.521 36.596 36.593 36.605 36.604 36.58 36.583 36.553 36.569 36.559 36.549 36.586 36.534 36.579 36.599 36.595 36.55 36.574 36.569 36.547 36.554 36.564 36.548 36.594 36.565 36.561 36.558 36.579 36.603 36.593 36.59 36.591 36.584 36.59 36.549 36.566 36.582 36.509 36.482 36.576 36.569 36.564 36.588 36.511 36.558 36.568 36.614 36.606 36.557 36.553 36.57 36.595 36.54 36.534 36.56 36.577 36.561 36.563 36.557 36.595 36.6 36.629 36.586 36.595 36.602 36.596 36.577 36.583 36.593 36.567 36.571 36.613 36.564 36.537 36.566 36.582 36.592 36.597 36.584 36.58 36.571 36.548 36.578 36.603 36.596 36.585 36.584 36.604 36.604 36.57 36.572 36.576 36.551 36.563 36.575 36.561 36.433 36.558 36.569 36.557 36.567 36.577 36.579 36.56 36.573 36.582 36.651 36.562 36.624 36.54 36.589 36.609 36.572 36.554 36.595 36.574 36.538 36.539 36.537 36.555 36.58 36.557 36.559 36.577 36.561 36.593 36.601 36.573 36.579 36.588 36.561
300 36.531 36.534 36.472 36.506 36.562 36.533 36.479 36.46 NA 36.49 36.523 36.547 36.492 36.453 36.476 36.494 NA 36.568 36.483 36.547 36.561 36.476 36.526 36.547 36.54 36.536 36.557 36.576 36.547 36.617 36.464 NA 36.576 36.522 36.581 36.569 36.514 36.58 36.585 36.539 36.551 36.578 36.652 36.535 36.506 36.568 36.535 36.529 36.571 36.549 36.511 36.553 36.558 36.553 36.554 36.563 36.554 36.544 36.581 36.585 36.538 36.529 36.52 36.559 36.575 36.568 36.542 36.562 36.537 36.54 36.567 36.554 36.533 36.546 36.549 36.564 36.577 36.564 36.556 36.551 36.55 36.549 36.558 36.578 36.566 36.563 36.548 36.542 36.541 36.521 36.533 36.56 36.554 36.548 36.525 36.547 36.555 36.568 36.534 36.529 36.53 36.549 36.563 36.551 36.564 36.558 36.557 36.579 36.558 36.58 36.555 36.542 36.554 36.568 36.55 36.541 36.546 36.552 36.565 36.558 36.542 36.515 36.449 36.552 36.544 36.558 36.525 36.559 36.516 36.543 36.566 36.561 36.575 36.568 36.56 36.556 36.56 36.516 36.594 36.59 36.598 36.598 36.569 36.579 36.547 36.565 36.553 36.546 36.58 36.515 36.573 36.593 36.587 36.542 36.569 36.565 36.539 36.55 36.559 36.541 36.589 36.561 36.558 36.552 36.575 36.598 36.587 36.584 36.588 36.578 36.584 36.542 36.56 36.575 36.502 36.468 36.572 36.565 36.557 36.583 36.502 36.552 36.561 36.611 36.602 36.544 36.545 36.568 36.589 36.532 36.528 36.553 36.572 36.555 36.558 36.552 36.582 36.596 36.625 36.58 36.591 36.596 36.589 36.579 36.578 36.592 36.563 36.567 36.613 36.558 36.53 36.562 36.578 36.588 36.595 36.58 36.578 36.567 36.54 36.573 36.598 36.592 36.583 36.582 36.605 36.601 36.567 36.566 36.573 36.547 36.558 36.572 36.556 36.423 36.554 36.561 36.548 36.563 36.574 36.577 36.557 36.57 36.578 36.646 36.56 36.622 36.535 36.583 36.601 36.569 36.552 36.592 36.572 36.532 36.532 36.533 36.549 36.576 36.548 36.555 36.57 36.556 36.583 36.601 36.571 36.577 36.585 36.556
310 36.524 36.526 36.466 36.501 36.556 36.532 36.47 36.452 NA 36.479 36.511 36.541 36.487 36.442 36.471 36.483 NA 36.566 36.474 36.539 36.551 36.468 36.521 36.544 36.535 36.531 36.55 36.573 36.538 36.616 36.443 NA 36.573 36.517 36.578 36.566 36.512 36.576 36.583 36.538 36.535 36.574 36.647 36.531 36.501 36.564 36.531 36.519 36.563 36.54 36.499 36.545 36.552 36.548 36.554 36.559 36.548 36.531 36.577 36.582 36.532 36.522 36.52 36.552 36.578 36.562 36.537 36.556 36.533 36.535 36.566 36.548 36.526 36.54 36.544 36.56 36.574 36.561 36.555 36.552 36.55 36.543 36.555 36.576 36.563 36.559 36.542 36.537 36.537 36.517 36.531 36.561 36.55 36.547 36.52 36.548 36.553 36.563 36.531 36.529 36.526 36.544 36.558 36.548 36.563 36.554 36.553 36.577 36.554 36.576 36.549 36.538 36.552 36.559 36.544 36.536 36.541 36.546 36.563 36.556 36.535 36.511 36.433 36.549 36.544 36.555 36.517 36.556 36.507 36.533 36.557 36.556 36.571 36.564 36.561 36.558 36.556 36.51 36.594 36.585 36.593 36.594 36.559 36.572 36.539 36.563 36.545 36.535 36.576 36.499 36.571 36.586 36.582 36.534 36.562 36.564 36.534 36.547 36.55 36.533 36.582 36.554 36.556 36.546 36.569 36.592 36.582 36.577 36.581 36.571 36.577 36.532 36.551 36.569 36.491 36.457 36.568 36.558 36.549 36.576 36.493 36.545 36.552 36.604 36.597 36.536 36.54 36.56 36.585 36.528 36.521 36.549 36.564 36.549 36.552 36.546 36.576 36.592 36.622 36.575 36.588 36.592 36.581 36.575 36.576 36.589 36.562 36.564 36.608 36.553 36.52 36.558 36.575 36.586 36.59 36.576 36.574 36.564 36.531 36.566 36.596 36.588 36.581 36.581 36.603 36.602 36.564 36.563 36.568 36.538 36.553 36.566 36.547 36.412 36.551 36.549 36.539 36.557 36.571 36.575 36.553 36.566 36.574 36.641 36.558 36.617 36.523 36.579 36.595 36.564 36.549 36.591 36.569 36.526 36.523 36.527 36.542 36.573 36.54 36.551 36.565 36.549 36.575 36.596 36.572 36.576 36.583 36.551
320 36.515 36.507 36.46 36.49 36.55 36.522 36.468 36.443 NA 36.471 36.495 36.538 36.488 36.432 36.465 36.466 NA 36.563 36.463 36.536 36.544 36.462 36.513 36.538 36.529 36.525 36.546 36.568 36.533 36.615 36.407 NA 36.569 36.517 36.575 36.56 36.51 36.574 36.58 36.534 36.522 36.564 36.642 36.531 36.487 36.558 36.529 36.513 36.556 36.533 36.487 36.539 36.547 36.543 36.551 36.552 36.538 36.534 36.572 36.574 36.505 36.505 36.505 36.547 36.58 36.561 36.533 36.551 36.525 36.528 36.565 36.539 36.52 36.538 36.544 36.555 36.564 36.55 36.548 36.553 36.55 36.536 36.552 36.572 36.563 36.547 36.536 36.529 36.533 36.507 36.528 36.553 36.535 36.546 36.518 36.546 36.555 36.56 36.528 36.524 36.522 36.539 36.557 36.551 36.559 36.548 36.554 36.576 36.552 36.574 36.547 36.54 36.552 36.55 36.551 36.533 36.536 36.537 36.564 36.548 36.524 36.525 36.382 36.547 36.552 36.546 36.522 36.549 36.51 36.526 36.542 36.555 36.559 36.559 36.557 36.562 36.549 36.515 36.593 36.564 36.585 36.593 36.567 36.564 36.519 36.559 36.531 36.524 36.533 36.482 36.568 36.574 36.572 36.523 36.558 36.548 36.513 36.546 36.548 36.537 36.569 36.551 36.549 36.539 36.556 36.584 36.583 36.571 36.557 36.559 36.562 36.525 36.541 36.55 36.473 36.467 36.555 36.554 36.542 36.569 36.511 36.535 36.543 36.602 36.574 36.526 36.534 36.537 36.586 36.518 36.511 36.542 36.558 36.545 36.549 36.54 36.564 36.595 36.614 36.567 36.58 36.584 36.578 36.577 36.575 36.585 36.561 36.557 36.607 36.548 36.502 36.558 36.566 36.579 36.591 36.566 36.544 36.552 36.501 36.554 36.596 36.591 36.571 36.57 36.6 36.6 36.557 36.527 36.563 36.527 36.544 36.561 36.543 36.388 36.544 36.539 36.527 36.551 36.567 36.576 36.548 36.562 36.572 36.627 36.559 36.604 36.521 36.578 36.585 36.56 36.547 36.579 36.564 36.524 36.511 36.521 36.536 36.567 36.528 36.524 36.56 36.54 36.56 36.582 36.555 36.57 36.567 36.544
330 36.506 36.487 36.45 36.489 36.543 36.523 36.467 36.436 NA 36.463 36.483 36.534 36.487 36.423 36.453 36.45 NA 36.56 36.45 36.538 36.536 36.455 36.502 36.531 36.523 36.519 36.542 36.555 36.524 36.615 36.383 NA 36.561 36.51 36.568 36.55 36.498 36.566 36.575 36.525 36.509 36.563 36.637 36.544 36.478 36.552 36.526 36.515 36.551 36.525 36.478 36.535 36.542 36.54 36.558 36.543 36.525 36.534 36.569 36.565 36.469 36.49 36.493 36.542 36.586 36.558 36.526 36.541 36.514 36.517 36.562 36.534 36.513 36.534 36.543 36.546 36.555 36.54 36.538 36.554 36.55 36.533 36.55 36.569 36.561 36.533 36.532 36.522 36.528 36.488 36.527 36.549 36.525 36.538 36.517 36.54 36.556 36.558 36.525 36.519 36.52 36.534 36.553 36.553 36.552 36.544 36.553 36.576 36.544 36.572 36.544 36.541 36.552 36.546 36.556 36.533 36.532 36.528 36.567 36.539 36.521 36.525 36.343 36.538 36.547 36.533 36.526 36.542 36.507 36.516 36.54 36.555 36.549 36.555 36.552 36.564 36.545 36.516 36.592 36.548 36.58 36.6 36.566 36.558 36.496 36.555 36.49 36.513 36.466 36.463 36.56 36.56 36.567 36.514 36.552 36.531 36.494 36.544 36.568 36.547 36.555 36.551 36.534 36.53 36.524 36.571 36.591 36.567 36.539 36.546 36.545 36.513 36.53 36.535 36.446 36.488 36.543 36.55 36.535 36.559 36.517 36.527 36.533 36.598 36.546 36.514 36.527 36.506 36.583 36.51 36.496 36.536 36.547 36.542 36.542 36.542 36.56 36.606 36.588 36.53 36.576 36.581 36.579 36.575 36.573 36.579 36.561 36.552 36.605 36.543 36.479 36.555 36.553 36.572 36.593 36.553 36.514 36.535 36.471 36.541 36.593 36.595 36.563 36.559 36.596 36.598 36.549 36.478 36.553 36.518 36.533 36.557 36.538 36.343 36.534 36.528 36.513 36.544 36.564 36.573 36.542 36.557 36.568 36.61 36.557 36.592 36.536 36.576 36.576 36.559 36.543 36.557 36.563 36.524 36.503 36.516 36.53 36.552 36.517 36.49 36.552 36.53 36.546 36.569 36.527 36.562 36.541 36.536
340 36.502 36.481 36.436 36.484 36.538 36.498 36.456 36.425 NA 36.455 36.465 36.522 36.482 36.41 36.447 36.441 NA 36.555 36.441 36.529 36.531 36.445 36.497 36.522 36.517 36.513 36.538 36.55 36.516 36.613 36.364 NA 36.557 36.499 36.558 36.537 36.485 36.554 36.569 36.508 36.494 36.559 36.63 36.541 36.463 36.543 36.527 36.514 36.544 36.52 36.46 36.528 36.538 36.536 36.556 36.538 36.52 36.527 36.562 36.552 36.451 36.48 36.485 36.537 36.594 36.551 36.521 36.535 36.507 36.507 36.56 36.528 36.505 36.528 36.538 36.54 36.551 36.536 36.546 36.558 36.55 36.528 36.547 36.57 36.558 36.523 36.53 36.516 36.52 36.484 36.523 36.548 36.521 36.535 36.51 36.541 36.556 36.554 36.519 36.516 36.516 36.532 36.548 36.552 36.551 36.542 36.555 36.577 36.542 36.57 36.541 36.533 36.538 36.542 36.553 36.525 36.527 36.522 36.565 36.533 36.516 36.52 36.322 36.533 36.541 36.527 36.517 36.539 36.498 36.51 36.536 36.551 36.543 36.551 36.55 36.559 36.541 36.507 36.58 36.54 36.576 36.594 36.556 36.552 36.486 36.548 36.47 36.502 36.453 36.444 36.553 36.551 36.553 36.501 36.547 36.525 36.485 36.54 36.561 36.542 36.546 36.544 36.532 36.521 36.517 36.564 36.586 36.56 36.529 36.534 36.537 36.508 36.518 36.525 36.432 36.476 36.535 36.543 36.53 36.553 36.509 36.52 36.523 36.594 36.533 36.506 36.518 36.494 36.577 36.501 36.483 36.53 36.536 36.537 36.536 36.539 36.556 36.598 36.582 36.519 36.567 36.573 36.574 36.572 36.571 36.575 36.557 36.55 36.606 36.536 36.462 36.547 36.543 36.565 36.59 36.544 36.509 36.522 36.454 36.53 36.59 36.594 36.555 36.553 36.594 36.595 36.544 36.469 36.536 36.511 36.527 36.551 36.53 36.329 36.53 36.514 36.498 36.536 36.561 36.569 36.536 36.553 36.565 36.601 36.554 36.586 36.53 36.569 36.57 36.555 36.539 36.549 36.556 36.516 36.511 36.517 36.522 36.55 36.505 36.482 36.546 36.522 36.537 36.562 36.519 36.557 36.537 36.529
350 36.493 36.479 36.425 36.482 36.544 36.492 36.443 36.416 NA 36.446 36.45 36.513 36.471 36.4 36.433 36.427 NA 36.55 36.431 36.507 36.525 36.438 36.49 36.508 36.511 36.508 36.533 36.543 36.511 36.605 36.346 NA 36.549 36.489 36.55 36.527 36.475 36.556 36.559 36.493 36.481 36.55 36.622 36.54 36.447 36.533 36.525 36.517 36.538 36.514 36.44 36.524 36.534 36.531 36.553 36.532 36.516 36.521 36.555 36.543 36.433 36.469 36.476 36.532 36.596 36.546 36.516 36.529 36.494 36.496 36.556 36.521 36.494 36.521 36.532 36.535 36.548 36.531 36.545 36.566 36.549 36.524 36.543 36.568 36.553 36.515 36.527 36.51 36.51 36.478 36.521 36.544 36.513 36.531 36.502 36.541 36.554 36.553 36.513 36.508 36.508 36.528 36.544 36.549 36.55 36.537 36.551 36.577 36.537 36.567 36.535 36.528 36.525 36.539 36.549 36.519 36.52 36.516 36.562 36.527 36.501 36.515 36.296 36.529 36.537 36.521 36.51 36.534 36.491 36.502 36.532 36.545 36.538 36.546 36.545 36.552 36.536 36.498 36.576 36.531 36.568 36.587 36.548 36.547 36.475 36.542 36.454 36.492 36.438 36.424 36.55 36.542 36.557 36.495 36.535 36.522 36.473 36.537 36.554 36.534 36.538 36.54 36.53 36.514 36.508 36.558 36.576 36.553 36.52 36.525 36.527 36.492 36.508 36.512 36.42 36.465 36.524 36.537 36.528 36.55 36.499 36.51 36.513 36.59 36.52 36.493 36.511 36.482 36.572 36.486 36.466 36.523 36.528 36.531 36.533 36.53 36.541 36.593 36.573 36.512 36.568 36.567 36.568 36.568 36.566 36.57 36.552 36.544 36.604 36.527 36.45 36.537 36.531 36.56 36.588 36.536 36.506 36.507 36.434 36.516 36.589 36.593 36.544 36.546 36.594 36.593 36.537 36.45 36.539 36.504 36.518 36.546 36.521 36.311 36.525 36.498 36.473 36.525 36.554 36.565 36.528 36.547 36.559 36.592 36.549 36.58 36.523 36.568 36.564 36.552 36.534 36.542 36.558 36.508 36.511 36.51 36.514 36.537 36.502 36.475 36.538 36.512 36.535 36.557 36.512 36.554 36.525 36.522
